date,zone_id,direction,stage_max,confidence,evidence_count,confirmed_iso,trigger_iso,zone_low,zone_high,engine_class,filter_kept,summary
2026-03-16,BTC-USDT-SWAP-LONG-1773640084000-14,LONG,confirmed,MID,4,2026-03-16T06:16:04+00:00,,73572.45,74221.35,invalidated_or_expired,,LONG because absorb score 0.614 (bid absorbed sells); range compression observed; 17 defense cycles seen; zone defended for 1680 s
2026-03-16,BTC-USDT-SWAP-LONG-1773647666000-19,LONG,confirmed,HIGH,6,2026-03-16T08:20:09+00:00,,73350.05,73737.95,invalidated_or_expired,,LONG because aggressive selling pressure 0.691 (absorbed); absorb score 0.760 (bid absorbed sells); range compression observed; 144 defense cycles seen; zone defended for 1543 s; OFI score 0.098 (buy-side)
2026-03-16,BTC-USDT-SWAP-LONG-1773647793000-20,LONG,confirmed,HIGH,6,2026-03-16T08:20:09+00:00,,73350.05,73737.95,invalidated_or_expired,,LONG because aggressive selling pressure 0.666 (absorbed); absorb score 0.733 (bid absorbed sells); range compression observed; 23 defense cycles seen; zone defended for 1416 s; OFI score 0.054 (buy-side)
2026-03-16,BTC-USDT-SWAP-LONG-1773655882000-26,LONG,trigger,HIGH,8,2026-03-16T10:16:13+00:00,2026-03-16T10:50:18+00:00,73288.85,73369.616475,failed_triggered,True,LONG because aggressive selling pressure 0.622 (absorbed); absorb score 0.685 (bid absorbed sells); range compression observed; 156 defense cycles seen; zone defended for 291 s; OFI score 0.141 (buy-side); trigger flow multiplier 1.79x; break 0.149% above zone
2026-03-16,BTC-USDT-SWAP-LONG-1773656977000-27,LONG,trigger,HIGH,6,2026-03-16T10:40:06+00:00,2026-03-16T10:50:18+00:00,73170.95,73438.650975,failed_triggered,True,LONG because absorb score 0.607 (bid absorbed sells); range compression observed; 10 defense cycles seen; zone defended for 629 s; trigger flow multiplier 3.12x; break 0.054% above zone
2026-03-16,BTC-USDT-SWAP-SHORT-1773651038000-24,SHORT,confirmed,HIGH,6,2026-03-16T08:58:31+00:00,,72883.25,73171.05,invalidated_or_expired,,SHORT because aggressive buying pressure 0.634 (absorbed); absorb score 0.697 (ask absorbed buys); range compression observed; 43 defense cycles seen; zone defended for 473 s; OFI score -0.180 (sell-side)
2026-03-16,BTC-USDT-SWAP-SHORT-1773650318000-21,SHORT,confirmed,HIGH,5,2026-03-16T08:50:38+00:00,,72857.85,73296.179775,invalidated_or_expired,,SHORT because absorb score 0.607 (ask absorbed buys); range compression observed; 19 defense cycles seen; zone defended for 720 s; OFI score 0.065 (WARNING: buy-side)
2026-03-16,BTC-USDT-SWAP-LONG-1773650421000-22,LONG,trigger,HIGH,7,2026-03-16T08:46:30+00:00,2026-03-16T10:56:14+00:00,72857.85,73267.065225,failed_triggered,False,LONG because absorb score 0.641 (bid absorbed sells); range compression observed; 4 defense cycles seen; zone defended for 369 s; OFI score 0.108 (buy-side); trigger flow multiplier 1.40x; break 0.526% above zone
2026-03-16,BTC-USDT-SWAP-LONG-1773660808000-30,LONG,trigger,HIGH,8,2026-03-16T11:45:00+00:00,2026-03-16T12:04:25+00:00,73491.086075,73627.95,failed_triggered,True,LONG because aggressive selling pressure 0.664 (absorbed); absorb score 0.731 (bid absorbed sells); range compression observed; 114 defense cycles seen; zone defended for 692 s; OFI score 0.104 (buy-side); trigger flow multiplier 1.44x; break 0.081% above zone
2026-03-16,BTC-USDT-SWAP-SHORT-1773660536000-29,SHORT,trigger,HIGH,7,2026-03-16T11:38:29+00:00,2026-03-16T12:11:18+00:00,73482.55,73573.718475,failed_triggered,True,SHORT because absorb score 0.606 (ask absorbed buys); range compression observed; 56 defense cycles seen; zone defended for 573 s; OFI score 0.208 (WARNING: buy-side); trigger flow multiplier 2.31x; break 0.052% below zone
2026-03-16,BTC-USDT-SWAP-LONG-1773659225000-28,LONG,trigger,HIGH,6,2026-03-16T11:10:43+00:00,2026-03-16T12:27:19+00:00,73617.25,73703.783475,failed_triggered,False,LONG because absorb score 0.619 (bid absorbed sells); range compression observed; 8 defense cycles seen; zone defended for 218 s; trigger flow multiplier 1.67x; break 0.164% above zone
2026-03-16,BTC-USDT-SWAP-SHORT-1773655581000-25,SHORT,confirmed,MID,4,2026-03-16T10:27:56+00:00,,73258.05,73465.05,invalidated_or_expired,,SHORT because absorb score 0.609 (ask absorbed buys); range compression observed; 93 defense cycles seen; zone defended for 1295 s
2026-03-16,BTC-USDT-SWAP-LONG-1773665169000-32,LONG,trigger,HIGH,7,2026-03-16T12:50:05+00:00,2026-03-16T13:31:39+00:00,73676.75,73873.06807499999,failed_triggered,True,LONG because absorb score 0.635 (bid absorbed sells); range compression observed; 36 defense cycles seen; zone defended for 236 s; OFI score 0.455 (buy-side); trigger flow multiplier 1.53x; break 0.102% above zone
2026-03-16,BTC-USDT-SWAP-LONG-1773664875000-31,LONG,trigger,HIGH,7,2026-03-16T12:44:36+00:00,2026-03-16T13:32:09+00:00,73715.074025,73815.05,failed_triggered,False,LONG because absorb score 0.606 (bid absorbed sells); range compression observed; 28 defense cycles seen; zone defended for 201 s; OFI score -0.110 (WARNING: sell-side); trigger flow multiplier 1.41x; break 0.218% above zone
2026-03-16,BTC-USDT-SWAP-LONG-1773666805000-33,LONG,trigger,HIGH,8,2026-03-16T13:16:25+00:00,2026-03-16T13:32:12+00:00,73863.000025,73958.05,failed_triggered,False,LONG because aggressive selling pressure 0.658 (absorbed); absorb score 0.723 (bid absorbed sells); range compression observed; 167 defense cycles seen; zone defended for 180 s; OFI score 0.229 (buy-side); trigger flow multiplier 2.14x; break 0.057% above zone
2026-03-16,BTC-USDT-SWAP-LONG-1773650790000-23,LONG,trigger,HIGH,6,2026-03-16T09:02:04+00:00,2026-03-16T13:35:27+00:00,72883.25,73171.05,failed_triggered,False,LONG because absorb score 0.613 (bid absorbed sells); range compression observed; 4 defense cycles seen; zone defended for 934 s; trigger flow multiplier 1.40x; break 1.648% above zone
2026-03-16,BTC-USDT-SWAP-LONG-1773670854000-35,LONG,confirmed,MID,4,2026-03-16T14:24:58+00:00,,74060.05,74254.95,invalidated_or_expired,,LONG because absorb score 0.606 (bid absorbed sells); range compression observed; 4 defense cycles seen; zone defended for 244 s
2026-03-16,BTC-USDT-SWAP-SHORT-1773672598000-37,SHORT,confirmed,HIGH,6,2026-03-16T15:13:23+00:00,,72964.35,73566.95,invalidated_or_expired,,SHORT because aggressive buying pressure 0.670 (absorbed); absorb score 0.737 (ask absorbed buys); range compression observed; 68 defense cycles seen; zone defended for 1405 s; OFI score -0.259 (sell-side)
2026-03-16,BTC-USDT-SWAP-LONG-1773684454000-38,LONG,trigger,HIGH,7,2026-03-16T18:24:29+00:00,2026-03-16T19:10:10+00:00,73977.142925,74298.95,failed_triggered,True,LONG because absorb score 0.611 (bid absorbed sells); range compression observed; 9 defense cycles seen; zone defended for 1015 s; OFI score 0.164 (buy-side); trigger flow multiplier 2.23x; break 0.072% above zone
2026-03-16,BTC-USDT-SWAP-LONG-1773685469000-39,LONG,trigger,HIGH,7,2026-03-16T19:02:12+00:00,2026-03-16T19:10:12+00:00,73812.35,74325.65,failed_triggered,False,LONG because absorb score 0.637 (bid absorbed sells); range compression observed; 79 defense cycles seen; zone defended for 2263 s; OFI score 0.191 (buy-side); trigger flow multiplier 1.52x; break 0.069% above zone
2026-03-16,BTC-USDT-SWAP-LONG-1773695990000-40,LONG,trigger,HIGH,7,2026-03-16T21:30:23+00:00,2026-03-16T21:36:14+00:00,74165.65,74448.75,failed_triggered,True,LONG because absorb score 0.617 (bid absorbed sells); range compression observed; 37 defense cycles seen; zone defended for 633 s; OFI score 0.050 (buy-side); trigger flow multiplier 1.99x; break 0.123% above zone
2026-03-16,BTC-USDT-SWAP-SHORT-1773670410000-34,SHORT,confirmed,HIGH,5,2026-03-16T14:49:58+00:00,,72957.75,74339.95,invalidated_or_expired,,SHORT because absorb score 0.636 (ask absorbed buys); range compression observed; 30 defense cycles seen; zone defended for 2188 s; OFI score 0.078 (WARNING: buy-side)
2026-03-16,BTC-USDT-SWAP-SHORT-1773700604000-44,SHORT,trigger,HIGH,6,2026-03-16T22:40:48+00:00,2026-03-16T23:02:18+00:00,74645.608525,74736.85,failed_triggered,True,SHORT because absorb score 0.610 (ask absorbed buys); range compression observed; 13 defense cycles seen; zone defended for 244 s; trigger flow multiplier 4.12x; break 0.089% below zone
2026-03-16,BTC-USDT-SWAP-LONG-1773671719000-36,LONG,confirmed,MID,4,2026-03-16T15:07:06+00:00,,72957.75,74877.75,no_trigger,,LONG because absorb score 0.622 (bid absorbed sells); range compression observed; 14 defense cycles seen; zone defended for 1907 s
2026-03-16,BTC-USDT-SWAP-SHORT-1773697184000-41,SHORT,confirmed,HIGH,6,2026-03-16T21:53:58+00:00,,74207.25,74877.75,no_trigger,,SHORT because aggressive buying pressure 0.692 (absorbed); absorb score 0.743 (ask absorbed buys); range compression observed; 30 defense cycles seen; zone defended for 854 s; OFI score 0.115 (WARNING: buy-side)
2026-03-16,BTC-USDT-SWAP-LONG-1773698589000-42,LONG,confirmed,HIGH,5,2026-03-16T22:13:52+00:00,,74207.25,74877.75,no_trigger,,LONG because absorb score 0.649 (bid absorbed sells); range compression observed; 65 defense cycles seen; zone defended for 643 s; OFI score 0.167 (buy-side)
2026-03-16,BTC-USDT-SWAP-LONG-1773699232000-43,LONG,confirmed,HIGH,5,2026-03-16T22:28:29+00:00,,74207.25,74877.75,no_trigger,,LONG because absorb score 0.610 (bid absorbed sells); range compression observed; 108 defense cycles seen; zone defended for 877 s; OFI score 0.172 (buy-side)
2026-03-16,BTC-USDT-SWAP-SHORT-1773701464000-45,SHORT,confirmed,HIGH,5,2026-03-16T23:20:29+00:00,,74207.25,74877.75,no_trigger,,SHORT because absorb score 0.636 (ask absorbed buys); range compression observed; 16 defense cycles seen; zone defended for 1765 s; OFI score -0.055 (sell-side)
2026-03-18,BTC-USDT-SWAP-SHORT-1773792030000-1,SHORT,trigger,HIGH,7,2026-03-18T00:13:01+00:00,2026-03-18T00:23:51+00:00,73779.05,74029.65,primary_unique_reached_move,True,SHORT because aggressive buying pressure 0.789 (absorbed); absorb score 0.634 (ask absorbed buys); range compression observed; 38 defense cycles seen; zone defended for 751 s; trigger flow multiplier 8.67x; break 0.080% below zone
2026-03-18,BTC-USDT-SWAP-LONG-1773793270000-3,LONG,trigger,HIGH,6,2026-03-18T00:29:14+00:00,2026-03-18T01:29:00+00:00,73633.75,73908.785925,failed_triggered,True,LONG because absorb score 0.642 (bid absorbed sells); range compression observed; 20 defense cycles seen; zone defended for 484 s; trigger flow multiplier 1.54x; break 0.097% above zone
2026-03-18,BTC-USDT-SWAP-LONG-1773796201000-7,LONG,trigger,HIGH,7,2026-03-18T01:13:17+00:00,2026-03-18T01:30:30+00:00,73788.05,73966.91497499999,failed_triggered,False,LONG because absorb score 0.641 (bid absorbed sells); range compression observed; 10 defense cycles seen; zone defended for 196 s; OFI score 0.289 (buy-side); trigger flow multiplier 2.70x; break 0.075% above zone
2026-03-18,BTC-USDT-SWAP-LONG-1773794558000-5,LONG,trigger,HIGH,6,2026-03-18T00:59:29+00:00,2026-03-18T01:31:23+00:00,73523.669775,73839.05,failed_triggered,False,LONG because absorb score 0.629 (bid absorbed sells); range compression observed; 61 defense cycles seen; zone defended for 1011 s; trigger flow multiplier 1.40x; break 0.380% above zone
2026-03-18,BTC-USDT-SWAP-LONG-1773793754000-4,LONG,trigger,HIGH,7,2026-03-18T00:34:06+00:00,2026-03-18T01:33:57+00:00,73627.35,73768.25,failed_triggered,False,LONG because absorb score 0.619 (bid absorbed sells); range compression observed; 33 defense cycles seen; zone defended for 292 s; OFI score 0.266 (buy-side); trigger flow multiplier 1.44x; break 0.414% above zone
2026-03-18,BTC-USDT-SWAP-SHORT-1773795295000-6,SHORT,confirmed,HIGH,6,2026-03-18T00:57:55+00:00,,73723.669725,73839.05,invalidated_or_expired,,SHORT because aggressive buying pressure 0.634 (absorbed); absorb score 0.697 (ask absorbed buys); range compression observed; 68 defense cycles seen; zone defended for 180 s; OFI score -0.321 (sell-side)
2026-03-18,BTC-USDT-SWAP-LONG-1773798977000-9,LONG,trigger,HIGH,8,2026-03-18T02:00:02+00:00,2026-03-18T02:16:28+00:00,73995.033975,74069.06602500001,failed_triggered,False,LONG because aggressive selling pressure 0.631 (absorbed); absorb score 0.660 (bid absorbed sells); range compression observed; 90 defense cycles seen; zone defended for 225 s; OFI score 0.271 (buy-side); trigger flow multiplier 1.68x; break 0.221% above zone
2026-03-18,BTC-USDT-SWAP-LONG-1773799629000-10,LONG,trigger,HIGH,7,2026-03-18T02:15:00+00:00,2026-03-18T02:34:15+00:00,74059.201875,74249.65,failed_triggered,False,LONG because absorb score 0.630 (bid absorbed sells); range compression observed; 64 defense cycles seen; zone defended for 471 s; OFI score 0.361 (buy-side); trigger flow multiplier 2.16x; break 0.078% above zone
2026-03-18,BTC-USDT-SWAP-SHORT-1773792781000-2,SHORT,confirmed,HIGH,6,2026-03-18T00:54:55+00:00,,73502.2,74022.14257499999,invalidated_or_expired,,SHORT because aggressive buying pressure 0.616 (absorbed); absorb score 0.678 (ask absorbed buys); range compression observed; 96 defense cycles seen; zone defended for 2514 s; OFI score -0.129 (sell-side)
2026-03-18,BTC-USDT-SWAP-LONG-1773800100000-11,LONG,trigger,HIGH,7,2026-03-18T02:40:01+00:00,2026-03-18T03:25:28+00:00,74134.95,74364.55,failed_triggered,False,LONG because absorb score 0.614 (bid absorbed sells); range compression observed; 57 defense cycles seen; zone defended for 1501 s; OFI score 0.229 (buy-side); trigger flow multiplier 1.47x; break 0.217% above zone
2026-03-18,BTC-USDT-SWAP-SHORT-1773797761000-8,SHORT,confirmed,MID,4,2026-03-18T01:43:03+00:00,,74026.75,74165.55,invalidated_or_expired,,SHORT because absorb score 0.634 (ask absorbed buys); range compression observed; 20 defense cycles seen; zone defended for 422 s
2026-03-18,BTC-USDT-SWAP-SHORT-1773800297000-12,SHORT,confirmed,HIGH,5,2026-03-18T02:21:49+00:00,,74182.939975,74257.160025,invalidated_or_expired,,SHORT because absorb score 0.615 (ask absorbed buys); range compression observed; 86 defense cycles seen; zone defended for 212 s; OFI score -0.056 (sell-side)
2026-03-18,BTC-USDT-SWAP-SHORT-1773806704000-17,SHORT,trigger,HIGH,8,2026-03-18T04:37:40+00:00,2026-03-18T05:27:07+00:00,74140.35,74456.459625,duplicate_reached_move,True,SHORT because aggressive buying pressure 0.626 (absorbed); absorb score 0.688 (ask absorbed buys); range compression observed; 89 defense cycles seen; zone defended for 1956 s; OFI score -0.220 (sell-side); trigger flow multiplier 1.40x; break 0.065% below zone
2026-03-18,BTC-USDT-SWAP-LONG-1773804825000-15,LONG,confirmed,HIGH,5,2026-03-18T03:44:33+00:00,,74410.05,74644.35,invalidated_or_expired,,LONG because absorb score 0.630 (bid absorbed sells); range compression observed; 14 defense cycles seen; zone defended for 648 s; OFI score 0.483 (buy-side)
2026-03-18,BTC-USDT-SWAP-LONG-1773805473000-16,LONG,confirmed,HIGH,6,2026-03-18T03:47:47+00:00,,74407.427675,74481.87232499999,invalidated_or_expired,,LONG because aggressive selling pressure 0.682 (absorbed); absorb score 0.609 (bid absorbed sells); range compression observed; 119 defense cycles seen; zone defended for 194 s; OFI score 0.140 (buy-side)
2026-03-18,BTC-USDT-SWAP-SHORT-1773808660000-19,SHORT,trigger,HIGH,7,2026-03-18T04:40:52+00:00,2026-03-18T05:29:15+00:00,74108.976975,74200.45,duplicate_reached_move,False,SHORT because absorb score 0.605 (ask absorbed buys); range compression observed; 28 defense cycles seen; zone defended for 192 s; OFI score -0.247 (sell-side); trigger flow multiplier 1.41x; break 0.128% below zone
2026-03-18,BTC-USDT-SWAP-LONG-1773807129000-18,LONG,confirmed,HIGH,6,2026-03-18T04:15:34+00:00,,74351.355725,74425.744275,invalidated_or_expired,,LONG because aggressive selling pressure 0.708 (absorbed); absorb score 0.778 (bid absorbed sells); range compression observed; 146 defense cycles seen; zone defended for 205 s; OFI score -0.142 (WARNING: sell-side)
2026-03-18,BTC-USDT-SWAP-SHORT-1773802038000-13,SHORT,trigger,HIGH,7,2026-03-18T03:05:02+00:00,2026-03-18T05:55:44+00:00,74274.45,74399.95,duplicate_reached_move,False,SHORT because absorb score 0.610 (ask absorbed buys); range compression observed; 70 defense cycles seen; zone defended for 1064 s; OFI score -0.203 (sell-side); trigger flow multiplier 1.43x; break 0.570% below zone
2026-03-18,BTC-USDT-SWAP-SHORT-1773814999000-20,SHORT,trigger,HIGH,8,2026-03-18T06:31:30+00:00,2026-03-18T07:31:27+00:00,74029.51672500001,74192.55,duplicate_reached_move,True,SHORT because aggressive buying pressure 0.802 (absorbed); absorb score 0.609 (ask absorbed buys); range compression observed; 4 defense cycles seen; zone defended for 491 s; OFI score 0.127 (WARNING: buy-side); trigger flow multiplier 1.48x; break 0.362% below zone
2026-03-18,BTC-USDT-SWAP-SHORT-1773819697000-21,SHORT,confirmed,HIGH,5,2026-03-18T07:44:37+00:00,,73661.600775,73779.55,invalidated_or_expired,,SHORT because aggressive buying pressure 0.601 (absorbed); absorb score 0.661 (ask absorbed buys); range compression observed; 92 defense cycles seen; zone defended for 180 s
2026-03-18,BTC-USDT-SWAP-SHORT-1773819792000-22,SHORT,confirmed,HIGH,5,2026-03-18T07:47:03+00:00,,73660.25,73794.628875,invalidated_or_expired,,SHORT because absorb score 0.637 (ask absorbed buys); range compression observed; 116 defense cycles seen; zone defended for 231 s; OFI score 0.126 (WARNING: buy-side)
2026-03-18,BTC-USDT-SWAP-SHORT-1773804588000-14,SHORT,trigger,HIGH,6,2026-03-18T03:35:07+00:00,2026-03-18T11:29:40+00:00,74453.504625,74563.45,duplicate_reached_move,False,SHORT because absorb score 0.627 (ask absorbed buys); range compression observed; 6 defense cycles seen; zone defended for 319 s; trigger flow multiplier 1.43x; break 1.210% below zone
2026-03-18,BTC-USDT-SWAP-SHORT-1773834431000-26,SHORT,trigger,HIGH,7,2026-03-18T11:52:33+00:00,2026-03-18T12:11:29+00:00,72927.368075,73102.05,duplicate_reached_move,True,SHORT because absorb score 0.621 (ask absorbed buys); range compression observed; 122 defense cycles seen; zone defended for 322 s; OFI score -0.468 (sell-side); trigger flow multiplier 1.40x; break 0.298% below zone
2026-03-18,BTC-USDT-SWAP-SHORT-1773835688000-27,SHORT,trigger,HIGH,7,2026-03-18T12:16:10+00:00,2026-03-18T12:30:43+00:00,72640.85,72853.358475,duplicate_reached_move,False,SHORT because absorb score 0.643 (ask absorbed buys); range compression observed; 24 defense cycles seen; zone defended for 482 s; OFI score -0.340 (sell-side); trigger flow multiplier 1.42x; break 0.104% below zone
2026-03-18,BTC-USDT-SWAP-SHORT-1773836170000-28,SHORT,trigger,HIGH,7,2026-03-18T12:27:28+00:00,2026-03-18T12:30:51+00:00,72654.35,72846.45,duplicate_reached_move,False,SHORT because absorb score 0.652 (ask absorbed buys); range compression observed; 20 defense cycles seen; zone defended for 678 s; OFI score 0.056 (WARNING: buy-side); trigger flow multiplier 1.42x; break 0.157% below zone
2026-03-18,BTC-USDT-SWAP-LONG-1773834114000-23,LONG,confirmed,HIGH,5,2026-03-18T12:01:01+00:00,,72822.35,73102.05,invalidated_or_expired,,LONG because absorb score 0.630 (bid absorbed sells); range compression observed; 56 defense cycles seen; zone defended for 1147 s; OFI score 0.095 (buy-side)
2026-03-18,BTC-USDT-SWAP-LONG-1773834139000-24,LONG,confirmed,HIGH,5,2026-03-18T12:01:01+00:00,,72822.35,73102.05,invalidated_or_expired,,LONG because absorb score 0.635 (bid absorbed sells); range compression observed; 31 defense cycles seen; zone defended for 1122 s; OFI score -0.319 (WARNING: sell-side)
2026-03-18,BTC-USDT-SWAP-SHORT-1773834370000-25,SHORT,trigger,HIGH,6,2026-03-18T11:49:10+00:00,2026-03-18T12:32:15+00:00,72960.95,73057.460475,duplicate_reached_move,False,SHORT because absorb score 0.616 (ask absorbed buys); range compression observed; 126 defense cycles seen; zone defended for 180 s; trigger flow multiplier 1.44x; break 0.734% below zone
2026-03-18,BTC-USDT-SWAP-SHORT-1773837926000-31,SHORT,trigger,HIGH,7,2026-03-18T12:48:26+00:00,2026-03-18T13:01:23+00:00,72269.05,72381.05,duplicate_reached_move,False,SHORT because absorb score 0.619 (ask absorbed buys); range compression observed; 135 defense cycles seen; zone defended for 180 s; OFI score -0.111 (sell-side); trigger flow multiplier 1.43x; break 0.144% below zone
2026-03-18,BTC-USDT-SWAP-SHORT-1773837656000-30,SHORT,trigger,HIGH,7,2026-03-18T12:45:26+00:00,2026-03-18T13:02:07+00:00,72316.65,72497.35,duplicate_reached_move,False,SHORT because absorb score 0.635 (ask absorbed buys); range compression observed; 8 defense cycles seen; zone defended for 270 s; OFI score -0.124 (sell-side); trigger flow multiplier 1.40x; break 0.310% below zone
2026-03-18,BTC-USDT-SWAP-SHORT-1773842088000-33,SHORT,trigger,HIGH,7,2026-03-18T14:11:49+00:00,2026-03-18T14:28:18+00:00,71841.95,72184.15,failed_triggered,True,SHORT because absorb score 0.607 (ask absorbed buys); range compression observed; 35 defense cycles seen; zone defended for 1021 s; OFI score -0.382 (sell-side); trigger flow multiplier 1.50x; break 0.075% below zone
2026-03-18,BTC-USDT-SWAP-SHORT-1773842025000-32,SHORT,trigger,HIGH,7,2026-03-18T14:11:49+00:00,2026-03-18T14:28:20+00:00,71841.95,72207.635775,failed_triggered,False,SHORT because absorb score 0.608 (ask absorbed buys); range compression observed; 79 defense cycles seen; zone defended for 1084 s; OFI score 0.168 (WARNING: buy-side); trigger flow multiplier 1.57x; break 0.128% below zone
